# recorded shape: split
#family    method path                                                           header                                                     status backend          received-path
header     GET    /v1/messages/batches/batch_123                                 publishers/lora-budget/models/model-a                      200    echo-service     /v1/messages/batches/batch_123
header     POST   /v1/completions/anything                                       publishers/lora-budget/models/model-a                      200    echo-service     /v1/completions/anything
header     POST   /v1/chat/completions/deep/path                                 publishers/lora-budget/models/model-a                      200    echo-service     /v1/chat/completions/deep/path
header     POST   /v1/completions-extra                                          publishers/lora-budget/models/model-a                      200    echo-service     /v1/completions-extra
header     POST   /v1/embeddings                                                 publishers/lora-budget/models/model-a                      200    echo-service     /v1/embeddings
header     GET    /v1/models                                                     publishers/lora-budget/models/model-a                      200    echo-service     /v1/models
header     GET    /health                                                        publishers/lora-budget/models/model-a                      200    echo-service     /health
header     GET    /metrics                                                       publishers/lora-budget/models/model-a                      200    echo-service     /metrics
header     POST   /score                                                         publishers/lora-budget/models/model-a                      200    echo-service     /score
header     POST   /v2/rerank                                                     publishers/lora-budget/models/model-a                      200    echo-service     /v2/rerank
header     GET    /                                                              publishers/lora-budget/models/model-a                      200    echo-service     /
header     POST   /anything/at/all                                               publishers/lora-budget/models/model-a                      200    echo-service     /anything/at/all
header     POST   /v1/chat/completions                                           -                                                          200    echo-neighbour   /v1/chat/completions
adapter    POST   /v1/chat/completions                                           publishers/lora-budget/models/adapter-a1                   200    echo-pool        /v1/chat/completions
adapter    POST   /v1/chat/completions                                           publishers/lora-budget/models/adapter-a2                   200    echo-pool        /v1/chat/completions
adapter    POST   /v1/embeddings                                                 publishers/lora-budget/models/adapter-a1                   200    echo-service     /v1/embeddings
adapter    POST   /v1/chat/completions                                           adapter-a1                                                 200    echo-neighbour   /v1/chat/completions
adapter    POST   /v1/chat/completions                                           publishers/lora-budget/models/Adapter-A1                   200    echo-neighbour   /v1/chat/completions
adapter    POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a/adapters/adapter-a1  200    echo-neighbour   /v1/chat/completions
cross      POST   /lora-budget/svc-a/v1/chat/completions                         publishers/lora-budget/models/model-b                      200    echo-pool        /v1/chat/completions
cross      POST   /v1/chat/completions                                           publishers/lora-budget/models/model-b                      200    echo-pool        /v1/chat/completions
cross      POST   /v1/chat/completions                                           publishers/lora-budget/models/model-nope                   200    echo-neighbour   /v1/chat/completions
cross      GET    /docs                                                          publishers/lora-budget/models/model-a                      200    echo-neighbour   /docs
cross      GET    /docs/index.html                                               publishers/lora-budget/models/model-a                      200    echo-neighbour   /docs/index.html
cross      GET    /                                                              publishers/lora-budget/models/model-b                      200    echo-service     /
cross      GET    /some/neighbour/page                                           publishers/lora-budget/models/model-a                      200    echo-service     /some/neighbour/page
disabled   POST   /lora-budget/svc-c/v1/chat/completions                         -                                                          200    echo-pool        /v1/chat/completions
disabled   POST   /lora-budget/svc-c/v1/embeddings                               -                                                          200    echo-service     /v1/embeddings
disabled   POST   /v1/chat/completions                                           publishers/lora-budget/models/model-c                      200    echo-neighbour   /v1/chat/completions
disabled   GET    /v1/models                                                     publishers/lora-budget/models/model-c                      200    echo-neighbour   /v1/models
nested     POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a-instruct             200    echo-pool        /v1/chat/completions
nested     POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a/adapters/adapter-a1  200    echo-neighbour   /v1/chat/completions
nested     POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a/adapters/nope        200    echo-neighbour   /v1/chat/completions
nested     POST   /v1/chat/completions                                           publishers/lora-budget/models/model-a-instruct/adapters/x  200    echo-neighbour   /v1/chat/completions
nested     POST   /lora-budget/svc-ai/v1/chat/completions                        -                                                          200    echo-pool        /v1/chat/completions
